 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.21349E-08 0.21598E-08 0.21817E-08 0.22007E-08 0.22170E-08
 0.22310E-08 0.22427E-08 0.22526E-08 0.22608E-08 0.22676E-08
 0.22731E-08 0.22777E-08 0.22813E-08 0.22843E-08 0.22867E-08
 0.22887E-08 0.22902E-08 0.22915E-08 0.22925E-08 0.22932E-08
 0.22939E-08 0.22944E-08 0.22948E-08 0.22951E-08 0.22954E-08
 0.22956E-08 0.22957E-08 0.22959E-08 0.22960E-08 0.22960E-08
 0.22961E-08 0.22962E-08 0.22962E-08 0.22962E-08 0.22963E-08
 0.22963E-08 0.22963E-08 0.22963E-08 0.22963E-08 0.22963E-08
 0.22963E-08 0.22963E-08 0.22963E-08 0.22963E-08 0.22963E-08
 0.22963E-08 0.22963E-08 0.22963E-08 0.22963E-08 0.22963E-08
 0.22963E-08 0.22964E-08 0.22964E-08 0.22964E-08 0.22964E-08
 0.22964E-08 0.22964E-08 0.22964E-08 0.22964E-08 0.22964E-08
 0.22964E-08 0.22964E-08 0.22964E-08 0.22964E-08 0.22964E-08
 0.22964E-08 0.22964E-08 0.22964E-08 0.22964E-08 0.22964E-08
 0.22964E-08

 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.13728E-09
 0.11914E-08 0.35881E-08 0.75006E-08 0.12990E-07 0.20049E-07
 0.28623E-07 0.38575E-07 0.49825E-07 0.62253E-07 0.75733E-07
 0.90135E-07 0.10510E-06 0.12065E-06 0.13666E-06 0.15300E-06
 0.16954E-06 0.18604E-06 0.20247E-06 0.21870E-06 0.23461E-06
 0.25009E-06 0.26504E-06 0.27938E-06 0.29304E-06 0.30595E-06
 0.31808E-06 0.32929E-06 0.33967E-06 0.34924E-06 0.35800E-06
 0.36598E-06 0.37298E-06 0.37927E-06 0.38489E-06 0.38990E-06
 0.39435E-06 0.39827E-06 0.40173E-06 0.40477E-06 0.40742E-06
 0.40974E-06 0.41175E-06 0.41350E-06 0.41501E-06 0.41632E-06
 0.41744E-06 0.41841E-06 0.41924E-06 0.41995E-06 0.42055E-06
 0.42107E-06 0.42151E-06 0.42189E-06 0.42220E-06 0.42247E-06
 0.42270E-06 0.42290E-06 0.42306E-06 0.42320E-06 0.42331E-06
 0.42341E-06 0.42349E-06 0.42356E-06 0.42362E-06 0.42367E-06
 0.42371E-06

 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.48053E-09 0.12716E-08 0.18735E-08
 0.23240E-08 0.26539E-08 0.28882E-08 0.30472E-08 0.31476E-08
 0.32025E-08 0.32228E-08 0.32170E-08 0.31921E-08 0.31535E-08
 0.31056E-08 0.30517E-08 0.29944E-08 0.29359E-08 0.28776E-08
 0.28207E-08 0.27661E-08 0.27144E-08 0.26670E-08 0.26274E-08
 0.25948E-08 0.25687E-08 0.25484E-08 0.25337E-08 0.25241E-08
 0.25195E-08 0.25191E-08 0.25233E-08 0.25318E-08 0.25446E-08
 0.25617E-08 0.25830E-08 0.26085E-08 0.26382E-08 0.26721E-08
 0.27104E-08 0.27525E-08 0.27988E-08 0.28496E-08 0.29048E-08
 0.29646E-08 0.30291E-08 0.30984E-08 0.31726E-08 0.32520E-08
 0.33366E-08

 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.66236E-06 0.71115E-06 0.74105E-06 0.75388E-06 0.75190E-06
 0.73751E-06 0.71314E-06 0.68109E-06 0.64344E-06 0.60206E-06
 0.55853E-06 0.51417E-06 0.47005E-06 0.42700E-06 0.38567E-06
 0.34650E-06 0.30980E-06 0.27575E-06 0.24442E-06 0.21582E-06
 0.18988E-06 0.16649E-06 0.14553E-06 0.12683E-06 0.11023E-06
 0.95556E-07 0.82629E-07 0.71284E-07 0.61362E-07 0.52711E-07
 0.45190E-07 0.38669E-07 0.33030E-07 0.28165E-07 0.23977E-07
 0.20380E-07 0.17298E-07 0.14660E-07 0.12408E-07 0.10488E-07
 0.88537E-08 0.74653E-08 0.62873E-08 0.52893E-08 0.44449E-08
 0.37315E-08 0.31294E-08 0.26218E-08 0.21939E-08 0.18337E-08
 0.15310E-08 0.12768E-08 0.10638E-08 0.88533E-09 0.73607E-09
 0.61137E-09 0.50728E-09 0.42051E-09 0.34825E-09 0.28813E-09
 0.23817E-09 0.19670E-09 0.16231E-09 0.13382E-09 0.11024E-09
 0.90744E-10 0.74639E-10 0.61348E-10 0.50389E-10 0.41360E-10
 0.33926E-10

 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.66449E-06 0.71331E-06 0.74323E-06 0.75608E-06 0.75425E-06
 0.74093E-06 0.71897E-06 0.69084E-06 0.65869E-06 0.62438E-06
 0.58943E-06 0.55502E-06 0.52215E-06 0.49154E-06 0.46369E-06
 0.43893E-06 0.41719E-06 0.39869E-06 0.38338E-06 0.37111E-06
 0.36170E-06 0.35483E-06 0.35078E-06 0.34910E-06 0.34901E-06
 0.35026E-06 0.35262E-06 0.35585E-06 0.35974E-06 0.36410E-06
 0.36876E-06 0.37347E-06 0.37821E-06 0.38289E-06 0.38743E-06
 0.39177E-06 0.39563E-06 0.39922E-06 0.40253E-06 0.40556E-06
 0.40832E-06 0.41080E-06 0.41303E-06 0.41502E-06 0.41679E-06
 0.41836E-06 0.41975E-06 0.42097E-06 0.42204E-06 0.42297E-06
 0.42379E-06 0.42450E-06 0.42512E-06 0.42566E-06 0.42613E-06
 0.42654E-06 0.42690E-06 0.42721E-06 0.42749E-06 0.42773E-06
 0.42795E-06 0.42814E-06 0.42832E-06 0.42848E-06 0.42862E-06
 0.42876E-06 0.42889E-06 0.42902E-06 0.42914E-06 0.42926E-06
 0.42937E-06

 0.00000E+00 0.50050E-02 0.28925E-02 0.19351E-02 0.17679E-02
 0.17029E-02 0.16863E-02 0.16956E-02 0.17192E-02 0.17509E-02
 0.15199E-02 0.15435E-02 0.15679E-02 0.15924E-02 0.16166E-02
 0.16404E-02 0.16635E-02 0.16859E-02 0.17076E-02 0.17287E-02
 0.17492E-02 0.17692E-02 0.17886E-02 0.18077E-02 0.18263E-02
 0.18447E-02 0.18629E-02 0.18808E-02 0.18986E-02 0.19164E-02
 0.19341E-02 0.19517E-02 0.19694E-02 0.19871E-02 0.20048E-02
 0.20224E-02 0.20401E-02 0.20578E-02 0.20754E-02 0.20931E-02
 0.21108E-02 0.21285E-02 0.21461E-02 0.21638E-02 0.21815E-02
 0.21992E-02 0.22168E-02 0.22345E-02 0.22522E-02 0.22698E-02
 0.22875E-02 0.23052E-02 0.23229E-02 0.23405E-02 0.23582E-02
 0.23759E-02 0.23936E-02 0.24112E-02 0.24289E-02 0.24466E-02
 0.24642E-02 0.24819E-02 0.24996E-02 0.25173E-02 0.25349E-02
 0.25526E-02 0.25703E-02 0.25879E-02 0.26056E-02 0.26233E-02
 0.26410E-02 0.26586E-02 0.26763E-02 0.26940E-02 0.27117E-02
 0.27293E-02 0.27470E-02 0.27647E-02 0.27823E-02 0.28000E-02
 0.28177E-02

      11.000      22.000
